id,timestamp,formatted_timestamp,avgHighPrice,highPriceVolume,avgLowPrice,lowPriceVolume,total_volume,percent_sold,tax,margin,ROI,margin-volume,minVol
361,1770116400,2026-02-03 11:00:00+00:00,95.0,4036,88.0,3152,7188,43.85086254869226,2.0,5.0,5.682,15760.0,3152
363,1770116400,2026-02-03 11:00:00+00:00,17.0,10579,17.0,5491,16070,34.169259489732426,0.0,0.0,0.0,0.0,5491
365,1770116400,2026-02-03 11:00:00+00:00,104.0,3054,101.0,1563,4617,33.85315139701105,2.0,1.0,0.99,1563.0,1563
371,1770116400,2026-02-03 11:00:00+00:00,195.0,9101,189.0,14221,23322,60.97676014063974,4.0,2.0,1.058,28442.0,9101
373,1770116400,2026-02-03 11:00:00+00:00,195.0,4757,190.0,9649,14406,66.9790365125642,4.0,1.0,0.526,9649.0,4757
377,1770116400,2026-02-03 11:00:00+00:00,161.0,3958,156.0,5211,9169,56.83280619478678,3.0,2.0,1.282,10422.0,3958
379,1770116400,2026-02-03 11:00:00+00:00,141.0,17306,137.0,17363,34669,50.08220600536502,3.0,1.0,0.73,17363.0,17306
383,1770116400,2026-02-03 11:00:00+00:00,539.0,57164,533.0,46604,103768,44.91172615835325,11.0,-5.0,-0.938,-233020.0,46604
385,1770116400,2026-02-03 11:00:00+00:00,800.0,136075,790.0,12494,148569,8.409560540893457,16.0,-6.0,-0.759,-74964.0,12494
389,1770116400,2026-02-03 11:00:00+00:00,1500.0,217,1500.0,4889,5106,95.75009792401097,30.0,-30.0,-2.0,-146670.0,217
391,1770116400,2026-02-03 11:00:00+00:00,1855.0,2857,1842.0,2820,5677,49.67412365686102,37.0,-24.0,-1.303,-67680.0,2820
395,1770116400,2026-02-03 11:00:00+00:00,638.0,4746,628.0,4684,9430,49.6712619300106,13.0,-3.0,-0.478,-14052.0,4684
397,1770116400,2026-02-03 11:00:00+00:00,1004.0,13136,998.0,236,13372,1.7648818426562969,20.0,-14.0,-1.403,-3304.0,236
401,1770116400,2026-02-03 11:00:00+00:00,8.0,1394,8.0,2999,4393,68.26769861142728,0.0,0.0,0.0,0.0,1394
405,1770116400,2026-02-03 11:00:00+00:00,681.0,50,675.0,1,51,1.9607843137254901,14.0,-8.0,-1.185,-8.0,1
407,1770116400,2026-02-03 11:00:00+00:00,,0,38.0,1518,1518,100.0,0.0,,,,0
411,1770116400,2026-02-03 11:00:00+00:00,26.0,3,,0,3,0.0,1.0,,,,0
413,1770116400,2026-02-03 11:00:00+00:00,575.0,65,520.0,3,68,4.411764705882353,12.0,43.0,8.269,129.0,3
426,1770116400,2026-02-03 11:00:00+00:00,1.0,1,,0,1,0.0,0.0,,,,0
428,1770116400,2026-02-03 11:00:00+00:00,300.0,1,65.0,8,9,88.88888888888889,6.0,229.0,352.308,1832.0,1
434,1770116400,2026-02-03 11:00:00+00:00,111.0,2260,109.0,42,2302,1.8245004344048652,2.0,0.0,0.0,0.0,42
436,1770116400,2026-02-03 11:00:00+00:00,10.0,323,10.0,14413,14736,97.80808903365906,0.0,0.0,0.0,0.0,323
438,1770116400,2026-02-03 11:00:00+00:00,10.0,207,10.0,1529,1736,88.07603686635944,0.0,0.0,0.0,0.0,207
440,1770116400,2026-02-03 11:00:00+00:00,82.0,51885,80.0,139023,190908,72.8219875542146,2.0,0.0,0.0,0.0,51885
442,1770116400,2026-02-03 11:00:00+00:00,47.0,166780,47.0,110489,277269,39.849027478730044,1.0,-1.0,-2.128,-110489.0,110489
444,1770116400,2026-02-03 11:00:00+00:00,118.0,160984,115.0,182155,343139,53.084901453929746,2.0,1.0,0.87,182155.0,160984
447,1770116400,2026-02-03 11:00:00+00:00,115.0,152159,114.0,89594,241753,37.06013989485136,2.0,-1.0,-0.877,-89594.0,89594
449,1770116400,2026-02-03 11:00:00+00:00,672.0,10448,661.0,62575,73023,85.69217917642386,13.0,-2.0,-0.303,-125150.0,10448
451,1770116400,2026-02-03 11:00:00+00:00,10298.0,3136,10283.0,28434,31570,90.06651884700665,206.0,-191.0,-1.857,-5430894.0,3136
453,1770116400,2026-02-03 11:00:00+00:00,264.0,182974,258.0,377381,560355,67.34677124322974,5.0,1.0,0.388,377381.0,182974
464,1770116400,2026-02-03 11:00:00+00:00,,0,252.0,134,134,100.0,0.0,,,,0
526,1770116400,2026-02-03 11:00:00+00:00,32.0,7610,31.0,206,7816,2.6356192425793243,1.0,0.0,0.0,0.0,206
528,1770116400,2026-02-03 11:00:00+00:00,,0,356.0,10,10,100.0,0.0,,,,0
530,1770116400,2026-02-03 11:00:00+00:00,490.0,27,373.0,2,29,6.896551724137931,10.0,107.0,28.686,214.0,2
532,1770116400,2026-02-03 11:00:00+00:00,333.0,5048,327.0,4911,9959,49.31217993774475,7.0,-1.0,-0.306,-4911.0,4911
534,1770116400,2026-02-03 11:00:00+00:00,526.0,65,522.0,2920,2985,97.82244556113902,11.0,-7.0,-1.341,-20440.0,65
536,1770116400,2026-02-03 11:00:00+00:00,1992.0,52118,1970.0,113881,165999,68.60342532183928,40.0,-18.0,-0.914,-2049858.0,52118
542,1770116400,2026-02-03 11:00:00+00:00,394.0,155,349.0,31,186,16.666666666666664,8.0,37.0,10.602,1147.0,31
544,1770116400,2026-02-03 11:00:00+00:00,656.0,325,580.0,26,351,7.4074074074074066,13.0,63.0,10.862,1638.0,26
546,1770116400,2026-02-03 11:00:00+00:00,519.0,1,,0,1,0.0,10.0,,,,0
554,1770116400,2026-02-03 11:00:00+00:00,5.0,1519738,4.0,2408670,3928408,61.31415066866782,0.0,1.0,25.0,2408670.0,1519738
555,1770116400,2026-02-03 11:00:00+00:00,4.0,1577819,4.0,201503,1779322,11.324706826532802,0.0,0.0,0.0,0.0,201503
556,1770116400,2026-02-03 11:00:00+00:00,6.0,746132,5.0,1208955,1955087,61.83637863685861,0.0,1.0,20.0,1208955.0,746132
557,1770116400,2026-02-03 11:00:00+00:00,6.0,314021,5.0,625484,939505,66.57590965455213,0.0,1.0,20.0,625484.0,314021
558,1770116400,2026-02-03 11:00:00+00:00,3.0,295134,2.0,158260,453394,34.905622923991054,0.0,1.0,50.0,158260.0,158260
559,1770116400,2026-02-03 11:00:00+00:00,5.0,78243,4.0,7640,85883,8.895823387632012,0.0,1.0,25.0,7640.0,7640
560,1770116400,2026-02-03 11:00:00+00:00,150.0,312211,149.0,456138,768349,59.36599123575355,3.0,-2.0,-1.342,-912276.0,312211
561,1770116400,2026-02-03 11:00:00+00:00,95.0,64002,95.0,195825,259827,75.36745603805609,2.0,-2.0,-2.105,-391650.0,64002
